customer_id,segment,city,signup_date,age,gender
133,Premium,Sydney,2022-08-11,68.0,F
134,Budget,Brisbane,2023-08-16,41.0,M
135,Budget,Adelaide,2022-08-08,68.0,F
136,Budget,Adelaide,2021-09-15,69.0,M
137,Budget,Melbourne,2022-09-05,20.0,Other
138,Budget,Adelaide,2022-02-15,44.0,F
139,Budget,Adelaide,2023-03-29,39.0,M
140,Budget,Melbourne,2021-09-23,43.0,M
141,Budget,Adelaide,2021-12-31,34.0,M
142,Regular,Melbourne,2021-09-28,47.0,F
143,Regular,Adelaide,2022-03-05,43.0,F
144,Budget,Melbourne,2022-05-27,27.0,M
145,Budget,Melbourne,2022-09-16,33.0,M
146,Regular,Sydney,2021-09-18,25.0,F
147,Premium,Adelaide,2021-11-29,61.0,M
148,Premium,Melbourne,2022-12-22,53.0,F
149,Budget,Adelaide,2023-10-16,38.0,F
150,Budget,Sydney,2023-12-29,38.0,M
151,Budget,Brisbane,2023-06-05,22.0,F
152,Budget,Melbourne,2023-11-06,33.0,M
153,Regular,Melbourne,2023-06-25,66.0,M
154,Regular,Sydney,2023-09-25,19.0,Other
155,Budget,Sydney,2021-08-02,25.0,F
156,Budget,Melbourne,2023-10-08,61.0,F
157,Regular,Melbourne,2022-06-16,45.0,F
158,Budget,Adelaide,2023-02-19,19.0,M
159,Regular,Melbourne,2023-07-29,43.0,F
160,Budget,Sydney,2022-04-10,56.0,F
161,Premium,Melbourne,2021-08-11,35.0,M
162,Budget,Brisbane,2022-01-20,37.0,M
163,Regular,Melbourne,2021-08-07,50.0,F
164,Premium,Adelaide,2022-07-19,49.0,F
165,Premium,Melbourne,2022-05-05,64.0,M
166,Regular,Brisbane,2023-08-23,30.0,F
167,Regular,Sydney,2021-11-25,32.0,M
168,Regular,Sydney,2022-02-27,26.0,M
169,Regular,Adelaide,2023-05-18,52.0,M
170,Budget,Melbourne,2023-02-16,45.0,F
171,Regular,Melbourne,2022-07-01,36.0,M
172,Regular,Brisbane,2023-12-21,54.0,F
173,Premium,Sydney,2021-12-26,37.0,M
174,Regular,Brisbane,2023-04-24,28.0,F
175,Budget,Melbourne,2023-10-26,46.0,F
176,Regular,Sydney,2023-03-10,40.0,M
177,Budget,Melbourne,2021-12-10,39.0,F
178,Budget,Melbourne,2023-04-30,41.0,M
179,Regular,Sydney,2022-09-03,65.0,M
180,Regular,Brisbane,2022-01-01,29.0,F
181,Budget,Brisbane,2023-12-02,32.0,F
182,Budget,Melbourne,2022-02-17,47.0,M
183,Budget,Adelaide,2023-04-17,20.0,F
184,Budget,Brisbane,2022-04-16,25.0,M
185,Budget,Adelaide,2023-07-16,47.0,F
186,Regular,Sydney,2023-08-29,44.0,F
187,Budget,Adelaide,2022-01-22,51.0,Other
188,Premium,Melbourne,2022-01-04,23.0,M
189,Premium,Brisbane,2021-08-01,62.0,F
190,Regular,Adelaide,2022-05-02,43.0,F
191,Budget,Melbourne,2022-11-08,26.0,M
192,Regular,Melbourne,2023-07-10,34.0,M
193,Regular,Sydney,2023-04-11,,Other
194,Regular,Brisbane,2022-05-28,41.0,M
195,Regular,Adelaide,2023-02-24,42.0,F
196,Regular,Melbourne,2022-10-23,40.0,M
197,Regular,Sydney,2023-08-03,41.0,F
198,Budget,Melbourne,2022-12-02,65.0,M
199,Regular,Melbourne,2023-06-01,67.0,Other
200,Budget,Adelaide,2023-09-23,43.0,F
201,Regular,Sydney,2023-09-05,68.0,M
202,Premium,Melbourne,2022-09-22,60.0,F
203,Budget,Brisbane,2023-02-06,60.0,F
204,Regular,Sydney,2023-10-04,29.0,M
205,Budget,Adelaide,2022-09-26,40.0,M
206,Regular,Adelaide,2023-08-07,,F
207,Budget,Melbourne,2023-12-19,23.0,F
208,Premium,Brisbane,2023-09-04,21.0,M
209,Budget,Adelaide,2022-11-24,50.0,F
210,Premium,Brisbane,2021-08-26,39.0,M
211,Regular,Sydney,2023-05-29,60.0,M
212,Regular,Sydney,2023-04-20,52.0,F
213,Regular,Melbourne,2023-05-28,22.0,M
214,Regular,Sydney,2023-02-16,61.0,M
215,Premium,Melbourne,2022-03-27,43.0,F
216,Budget,Brisbane,2023-03-18,47.0,M
217,Regular,Brisbane,2022-05-20,68.0,M
218,Budget,Sydney,2021-10-15,51.0,F
219,Regular,Sydney,2021-09-02,19.0,F
220,Budget,Sydney,2022-08-13,27.0,F
221,Regular,Melbourne,2022-03-31,40.0,F
222,Regular,Adelaide,2021-09-26,19.0,F
223,Regular,Melbourne,2022-01-23,26.0,M
224,Regular,Melbourne,2023-04-07,59.0,F
225,Regular,Brisbane,2023-09-05,25.0,M
226,Regular,Sydney,2023-09-20,26.0,M
227,Regular,Sydney,2021-10-30,44.0,F
228,Regular,Sydney,2022-08-19,22.0,F
229,Premium,Brisbane,2023-04-10,31.0,F
230,Budget,Melbourne,2023-02-25,66.0,M
231,Budget,Brisbane,2023-04-23,50.0,M
232,Budget,Brisbane,2022-01-10,68.0,F
233,Regular,Melbourne,2022-06-29,36.0,F
234,Regular,Adelaide,2021-11-01,50.0,M
235,Regular,Adelaide,2023-04-05,30.0,M
236,Regular,Sydney,2022-11-02,37.0,M
237,Budget,Adelaide,2023-09-14,27.0,F
238,Premium,Sydney,2021-08-10,61.0,F
239,Regular,Sydney,2022-09-28,27.0,M
240,Budget,Brisbane,2022-08-22,28.0,M
241,Budget,Sydney,2022-12-25,42.0,M
242,Budget,Melbourne,2023-05-03,40.0,M
243,Budget,Sydney,2021-08-31,34.0,F
244,Budget,Melbourne,2022-10-18,36.0,M
245,Premium,Adelaide,2022-05-04,33.0,F
246,Regular,Adelaide,2023-11-29,65.0,F
247,Budget,Sydney,2023-04-28,48.0,Other
248,Regular,Brisbane,2022-01-08,65.0,F
249,Regular,Melbourne,2023-10-14,69.0,M
250,Premium,Melbourne,2023-10-02,51.0,M
251,Regular,Brisbane,2022-01-03,60.0,M
252,Regular,Adelaide,2023-03-30,23.0,F
253,Budget,Melbourne,2023-04-30,67.0,M
254,Premium,Sydney,2022-08-11,43.0,M
255,Regular,Adelaide,2023-07-10,55.0,M
256,Premium,Adelaide,2023-11-24,30.0,M
257,Budget,Melbourne,2023-12-28,22.0,F
258,Premium,Brisbane,2023-10-22,64.0,F
259,Regular,Adelaide,2023-08-12,41.0,F
260,Budget,Brisbane,2022-04-15,25.0,F
261,Regular,Melbourne,2023-04-08,52.0,M
262,Regular,Adelaide,2023-10-29,20.0,M
263,Budget,Adelaide,2023-12-20,41.0,M
264,Regular,Brisbane,2022-10-29,54.0,F
265,Regular,Sydney,2021-12-06,55.0,F
266,Budget,Melbourne,2023-03-03,41.0,M
267,Regular,Brisbane,2023-11-05,37.0,F
268,Regular,Melbourne,2023-06-10,61.0,M
269,Budget,Brisbane,2022-10-09,27.0,M
270,Premium,Brisbane,2023-07-16,21.0,F
271,Regular,Sydney,2021-08-04,26.0,F
272,Budget,Brisbane,2022-02-13,59.0,F
273,Premium,Brisbane,2023-02-25,42.0,F
274,Premium,Sydney,2021-08-28,,M
275,Budget,Brisbane,2023-03-15,26.0,F
276,Regular,Brisbane,2023-08-28,19.0,F
277,Budget,Sydney,2021-09-09,60.0,F
278,Premium,Brisbane,2021-08-21,41.0,M
279,Regular,Melbourne,2023-03-26,21.0,Other
280,Regular,Melbourne,2022-07-15,29.0,M
281,Budget,Brisbane,2023-07-30,50.0,M
282,Premium,Sydney,2022-06-03,48.0,F
283,Budget,Sydney,2022-04-20,,F
284,Budget,Melbourne,2022-04-03,19.0,Other
285,Budget,Adelaide,2022-08-08,21.0,F
286,Regular,Sydney,2022-04-08,19.0,M
287,Budget,Adelaide,2022-08-20,38.0,F
288,Premium,Sydney,2021-12-25,55.0,M
289,Regular,Melbourne,2023-07-24,52.0,F
290,Budget,Melbourne,2022-10-23,28.0,M
291,Budget,Melbourne,2022-12-23,52.0,F
292,Budget,Sydney,2022-09-08,52.0,F
293,Regular,Adelaide,2023-08-27,,F
294,Regular,Melbourne,2023-03-16,56.0,M
295,Budget,Adelaide,2021-08-26,39.0,M
296,Regular,Brisbane,2023-09-29,21.0,M
297,Budget,Brisbane,2022-06-09,38.0,M
298,Regular,Melbourne,2022-05-13,,F
299,Premium,Brisbane,2022-10-31,54.0,M
300,Regular,Adelaide,2023-12-02,,F
301,Regular,Adelaide,2023-12-02,57.0,M
302,Regular,Adelaide,2023-04-28,,M
303,Budget,Sydney,2023-10-01,41.0,F
304,Budget,Brisbane,2023-10-09,22.0,M
305,Budget,Melbourne,2023-08-10,69.0,M
306,Regular,Adelaide,2023-07-14,61.0,M
307,Regular,Adelaide,2021-12-08,28.0,M
308,Regular,Adelaide,2022-06-06,47.0,F
309,Premium,Sydney,2023-12-05,58.0,M
310,Budget,Melbourne,2022-06-15,44.0,M
311,Regular,Brisbane,2023-08-31,28.0,F
312,Budget,Brisbane,2022-12-19,68.0,F
313,Budget,Melbourne,2023-11-28,31.0,F
314,Regular,Sydney,2023-10-12,35.0,M
315,Premium,Sydney,2023-09-04,37.0,F
316,Regular,Brisbane,2022-12-07,64.0,M
317,Budget,Melbourne,2022-11-11,44.0,M
318,Regular,Melbourne,2023-02-18,55.0,F
319,Budget,Adelaide,2022-06-22,64.0,F
320,Premium,Sydney,2022-03-24,66.0,F
321,Regular,Adelaide,2022-03-17,62.0,F
322,Budget,Melbourne,2022-07-29,65.0,M
323,Budget,Adelaide,2022-08-28,67.0,F
324,Budget,Adelaide,2022-10-16,69.0,F
325,Premium,Brisbane,2023-06-01,51.0,M
326,Regular,Melbourne,2022-10-20,24.0,M
327,Regular,Sydney,2023-12-23,23.0,M
328,Regular,Sydney,2021-08-15,59.0,F
329,Regular,Adelaide,2023-02-02,34.0,M
330,Budget,Sydney,2022-02-20,59.0,M
331,Premium,Melbourne,2021-08-23,66.0,F
332,Budget,Melbourne,2022-10-11,51.0,F
333,Regular,Brisbane,2021-11-17,57.0,M
334,Regular,Adelaide,2022-10-27,32.0,F
335,Regular,Brisbane,2023-09-04,40.0,F
336,Premium,Adelaide,2023-12-09,68.0,F
337,Budget,Brisbane,2023-09-01,60.0,M
338,Regular,Melbourne,2021-09-05,28.0,M
339,Regular,Sydney,2022-10-31,66.0,F
340,Regular,Sydney,2023-03-20,43.0,M
341,Budget,Melbourne,2022-11-26,61.0,F
342,Budget,Sydney,2023-05-16,45.0,M
343,Budget,Melbourne,2021-11-09,49.0,F
344,Budget,Melbourne,2021-07-16,26.0,F
345,Regular,Melbourne,2023-10-17,35.0,F
346,Regular,Adelaide,2022-03-26,55.0,F
347,Regular,Adelaide,2023-03-05,61.0,F
348,Regular,Brisbane,2023-11-20,22.0,M
349,Regular,Sydney,2021-09-24,21.0,M
350,Budget,Melbourne,2023-11-07,54.0,F
351,Regular,Brisbane,2023-06-30,41.0,F
352,Budget,Brisbane,2023-12-10,,Other
353,Budget,Melbourne,2022-11-03,21.0,F
354,Regular,Melbourne,2022-07-11,36.0,M
355,Regular,Melbourne,2023-03-19,19.0,F
356,Budget,Brisbane,2023-10-29,54.0,F
357,Regular,Sydney,2023-09-19,62.0,F
358,Regular,Brisbane,2021-09-13,26.0,F
359,Regular,Sydney,2022-01-06,34.0,F
360,Regular,Brisbane,2021-09-10,61.0,F
361,Regular,Adelaide,2022-09-11,20.0,M
362,Budget,Brisbane,2022-08-28,67.0,F
363,Regular,Melbourne,2022-01-24,64.0,M
364,Regular,Adelaide,2022-06-26,25.0,M
365,Regular,Brisbane,2022-12-05,25.0,M
366,Regular,Melbourne,2023-04-14,53.0,M
367,Budget,Sydney,2022-10-22,18.0,M
368,Regular,Sydney,2023-11-05,44.0,F
369,Regular,Sydney,2023-07-12,21.0,F
370,Premium,Sydney,2022-03-09,45.0,F
371,Premium,Brisbane,2021-11-11,36.0,M
372,Regular,Brisbane,2023-10-02,54.0,M
373,Regular,Adelaide,2023-10-06,63.0,F
374,Regular,Brisbane,2023-10-16,43.0,F
375,Budget,Adelaide,2022-01-19,51.0,F
376,Regular,Brisbane,2023-03-27,49.0,F
377,Regular,Melbourne,2023-03-13,69.0,F
378,Budget,Brisbane,2023-12-21,30.0,F
379,Budget,Melbourne,2021-08-09,30.0,Other
380,Regular,Melbourne,2022-12-07,37.0,F
381,Budget,Melbourne,2022-01-14,56.0,F
382,Budget,Brisbane,2022-04-05,62.0,M
383,Budget,Melbourne,2023-08-27,32.0,M
384,Budget,Brisbane,2022-01-10,23.0,M
385,Budget,Adelaide,2022-08-24,49.0,F
386,Regular,Melbourne,2022-07-07,49.0,F
387,Budget,Melbourne,2023-07-05,37.0,M
388,Regular,Melbourne,2021-11-30,27.0,F
389,Premium,Adelaide,2021-09-15,62.0,M
390,Budget,Sydney,2023-01-01,62.0,M
391,Budget,Adelaide,2023-10-10,56.0,F
392,Regular,Melbourne,2021-11-29,48.0,M
393,Budget,Adelaide,2021-10-25,31.0,M
394,Budget,Adelaide,2022-10-03,,F
395,Premium,Adelaide,2022-07-29,,M
396,Premium,Adelaide,2023-06-15,30.0,F
397,Regular,Sydney,2023-11-02,41.0,Other
398,Budget,Brisbane,2021-09-04,40.0,F
399,Regular,Sydney,2022-10-24,22.0,F
400,Regular,Melbourne,2023-04-29,67.0,M
401,Budget,Sydney,2022-04-18,31.0,F
402,Regular,Brisbane,2023-12-09,44.0,M
403,Budget,Brisbane,2023-10-22,42.0,M
404,Budget,Brisbane,2023-05-28,42.0,F
405,Regular,Sydney,2022-11-22,61.0,M
406,Budget,Melbourne,2023-02-05,56.0,F
407,Budget,Brisbane,2023-07-17,63.0,M
408,Regular,Adelaide,2023-02-19,37.0,F
409,Premium,Adelaide,2023-03-07,31.0,M
410,Regular,Sydney,2022-09-16,40.0,M
411,Regular,Melbourne,2022-08-13,47.0,F
412,Premium,Sydney,2021-10-29,35.0,M
413,Budget,Adelaide,2022-01-05,41.0,F
414,Regular,Sydney,2023-04-13,25.0,M
415,Budget,Adelaide,2021-10-11,48.0,F
416,Budget,Sydney,2022-09-20,55.0,Other
417,Regular,Sydney,2023-07-17,45.0,F
418,Regular,Adelaide,2023-03-01,63.0,F
419,Regular,Melbourne,2022-03-05,69.0,M
420,Budget,Melbourne,2021-12-23,65.0,F
421,Budget,Brisbane,2023-01-30,22.0,F
422,Premium,Melbourne,2023-08-13,63.0,F
423,Budget,Brisbane,2023-07-13,35.0,F
424,Budget,Melbourne,2023-09-30,41.0,F
425,Budget,Melbourne,2022-04-13,39.0,F
426,Regular,Melbourne,2022-10-06,32.0,M
427,Regular,Sydney,2022-11-21,63.0,F
428,Regular,Melbourne,2022-05-07,51.0,F
429,Budget,Brisbane,2021-12-17,68.0,F
430,Budget,Sydney,2022-01-16,67.0,M
431,Regular,Sydney,2023-08-31,39.0,F
432,Regular,Brisbane,2022-07-20,55.0,F
433,Regular,Melbourne,2021-10-29,,F
434,Regular,Sydney,2022-02-04,43.0,M
435,Regular,Brisbane,2023-03-11,56.0,M
436,Budget,Adelaide,2023-01-13,53.0,M
437,Budget,Sydney,2021-10-22,65.0,M
438,Regular,Sydney,2023-12-03,58.0,Other
439,Budget,Melbourne,2022-09-16,50.0,M
440,Regular,Brisbane,2023-09-19,65.0,F
441,Regular,Sydney,2021-10-18,23.0,M
442,Regular,Adelaide,2023-11-28,57.0,M
443,Premium,Melbourne,2023-12-11,38.0,Other
444,Regular,Sydney,2023-03-11,40.0,F
445,Premium,Adelaide,2023-07-05,58.0,M
446,Regular,Sydney,2022-10-13,32.0,M
447,Premium,Sydney,2023-04-07,63.0,Other
448,Budget,Adelaide,2023-02-15,43.0,Other
449,Regular,Brisbane,2022-08-11,36.0,M
450,Regular,Melbourne,2022-08-15,35.0,F
451,Budget,Brisbane,2021-09-12,39.0,M
452,Budget,Brisbane,2022-10-26,67.0,F
453,Premium,Brisbane,2022-08-12,23.0,M
454,Regular,Sydney,2022-05-01,44.0,F
455,Budget,Brisbane,2023-07-29,61.0,F
456,Budget,Melbourne,2022-05-11,42.0,M
457,Budget,Adelaide,2021-11-17,47.0,M
458,Budget,Brisbane,2023-03-21,36.0,M
459,Premium,Sydney,2023-07-25,25.0,M
460,Regular,Adelaide,2023-02-24,51.0,M
461,Budget,Melbourne,2023-04-29,65.0,M
462,Regular,Melbourne,2022-07-24,45.0,Other
463,Budget,Adelaide,2021-11-15,40.0,M
464,Budget,Adelaide,2022-07-14,24.0,F
465,Regular,Adelaide,2023-09-11,67.0,M
466,Regular,Brisbane,2023-03-24,63.0,F
467,Premium,Adelaide,2022-04-21,64.0,M
468,Regular,Sydney,2023-03-10,36.0,F
469,Regular,Brisbane,2022-07-23,50.0,M
470,Regular,Melbourne,2022-04-17,40.0,M
471,Premium,Melbourne,2023-03-11,30.0,F
472,Regular,Sydney,2022-05-29,28.0,F
473,Premium,Sydney,2023-01-08,37.0,F
474,Regular,Melbourne,2023-09-02,46.0,M
475,Premium,Adelaide,2023-02-01,24.0,M
476,Budget,Brisbane,2022-12-01,54.0,F
477,Regular,Melbourne,2023-12-30,41.0,F
478,Regular,Melbourne,2021-10-20,63.0,F
479,Regular,Brisbane,2022-09-13,32.0,M
480,Regular,Sydney,2023-11-30,20.0,M
481,Premium,Brisbane,2021-11-11,34.0,F
482,Premium,Brisbane,2021-11-23,68.0,F
483,Budget,Sydney,2023-12-22,34.0,M
484,Regular,Brisbane,2023-08-08,54.0,F
485,Regular,Brisbane,2023-02-08,61.0,F
486,Budget,Brisbane,2022-10-02,32.0,M
487,Budget,Melbourne,2022-03-19,51.0,M
488,Budget,Brisbane,2022-12-16,28.0,F
489,Regular,Adelaide,2022-06-30,36.0,M
490,Regular,Sydney,2023-12-23,33.0,F
491,Premium,Brisbane,2022-05-19,52.0,F
492,Regular,Brisbane,2021-09-30,63.0,M
493,Premium,Melbourne,2022-09-15,31.0,F
494,Regular,Melbourne,2022-11-18,33.0,M
495,Regular,Adelaide,2023-04-09,60.0,M
496,Budget,Melbourne,2021-08-26,42.0,F
497,Regular,Brisbane,2023-12-03,44.0,F
498,Regular,Sydney,2023-04-18,54.0,M
499,Premium,Adelaide,2023-08-30,25.0,F
500,Regular,Brisbane,2021-11-13,63.0,F
501,Budget,Adelaide,2022-10-24,36.0,F
502,Budget,Brisbane,2021-09-23,52.0,F
503,Budget,Melbourne,2022-05-13,40.0,M
504,Budget,Melbourne,2022-08-18,57.0,M
505,Regular,Brisbane,2022-09-23,49.0,F
506,Regular,Adelaide,2023-07-03,27.0,M
507,Regular,Sydney,2022-08-14,27.0,F
508,Premium,Adelaide,2022-04-25,63.0,M
509,Regular,Adelaide,2021-08-16,45.0,M
510,Regular,Sydney,2022-08-25,32.0,M
511,Budget,Sydney,2021-09-09,25.0,M
512,Budget,Brisbane,2021-09-03,24.0,M
513,Regular,Adelaide,2022-09-18,65.0,F
514,Premium,Melbourne,2022-12-02,68.0,F
515,Budget,Brisbane,2023-08-26,38.0,M
516,Regular,Adelaide,2023-05-05,28.0,M
517,Regular,Melbourne,2021-11-01,39.0,F
518,Budget,Sydney,2023-08-30,25.0,M
519,Regular,Adelaide,2023-01-09,46.0,F
520,Premium,Melbourne,2022-04-13,50.0,F
521,Regular,Melbourne,2023-05-30,69.0,F
522,Budget,Melbourne,2021-08-08,34.0,F
523,Premium,Brisbane,2022-05-27,28.0,F
524,Budget,Melbourne,2023-12-07,24.0,Other
525,Premium,Brisbane,2023-05-24,37.0,F
526,Budget,Brisbane,2022-03-06,49.0,M
527,Regular,Sydney,2021-11-16,21.0,M
528,Budget,Melbourne,2021-09-19,57.0,M
529,Budget,Sydney,2021-11-26,41.0,M
530,Premium,Sydney,2023-10-26,59.0,F
531,Budget,Adelaide,2022-03-16,42.0,M
532,Budget,Brisbane,2023-09-24,26.0,M
533,Budget,Brisbane,2023-10-25,19.0,M
534,Regular,Adelaide,2022-04-19,46.0,F
535,Regular,Brisbane,2022-10-28,,F
536,Premium,Adelaide,2022-05-28,,Other
537,Budget,Brisbane,2021-11-26,63.0,M
538,Regular,Melbourne,2023-11-01,26.0,M
539,Budget,Brisbane,2022-09-14,34.0,Other
540,Regular,Melbourne,2021-12-12,28.0,F
541,Premium,Adelaide,2022-12-01,,F
542,Regular,Sydney,2022-09-17,18.0,F
543,Regular,Adelaide,2022-10-10,22.0,M
544,Budget,Adelaide,2021-10-07,45.0,F
545,Premium,Sydney,2023-11-18,25.0,F
546,Regular,Brisbane,2021-11-02,28.0,F
547,Budget,Adelaide,2021-12-28,24.0,F
548,Budget,Brisbane,2021-12-31,,M
549,Budget,Melbourne,2022-12-26,51.0,M
550,Budget,Adelaide,2022-09-24,68.0,F
551,Budget,Brisbane,2023-02-03,23.0,F
552,Regular,Sydney,2023-05-20,28.0,M
553,Regular,Sydney,2021-11-05,41.0,M
554,Budget,Brisbane,2022-10-03,51.0,F
555,Regular,Melbourne,2022-03-21,24.0,M
556,Premium,Sydney,2023-10-03,29.0,M
557,Regular,Adelaide,2022-01-21,39.0,F
558,Regular,Sydney,2022-05-19,18.0,F
559,Budget,Sydney,2021-07-18,38.0,F
560,Premium,Melbourne,2023-09-03,57.0,F
561,Budget,Sydney,2022-09-02,,M
562,Budget,Melbourne,2022-09-28,40.0,F
563,Premium,Adelaide,2022-09-04,43.0,F
564,Regular,Adelaide,2023-11-14,,F
565,Regular,Adelaide,2022-11-02,45.0,F
566,Regular,Melbourne,2023-04-07,45.0,M
